Pattern ID,Total Plays,Goals,Shots,Other,Success Rate %,Avg Duration (s),Avg Forward (m),Avg Events,Wing Plays,Center Plays
481,2,0,0,0,0.0,3.7,22.7,2.0,2,0
480,2,0,2,0,0.0,5.2,27.8,3.5,0,2
479,2,0,0,0,0.0,7.6,9.9,4.0,0,2
478,2,1,0,0,50.0,4.0,7.9,4.0,0,2
477,2,0,0,0,0.0,4.6,5.8,3.0,0,2
476,2,0,0,0,0.0,7.9,18.8,3.5,0,2
475,2,0,0,0,0.0,9.1,13.6,5.5,2,0
474,2,0,0,0,0.0,5.5,7.2,4.0,2,0
473,2,0,0,0,0.0,3.7,6.7,4.5,0,2
472,2,0,0,0,0.0,8.3,25.8,2.5,0,2
471,2,0,0,0,0.0,3.4,21.5,2.0,0,2
488,2,0,0,0,0.0,7.2,10.6,6.0,2,0
490,2,0,0,0,0.0,7.5,17.6,4.0,0,2
509,2,0,0,0,0.0,5.3,5.3,4.0,2,0
491,2,0,0,0,0.0,3.4,23.1,3.0,2,0
508,2,0,0,0,0.0,10.8,20.0,6.5,2,0
507,2,0,0,0,0.0,4.9,12.1,4.0,2,0
506,2,0,2,0,0.0,3.5,9.3,3.5,0,2
505,2,0,0,0,0.0,4.7,18.0,4.0,2,0
504,2,0,0,0,0.0,8.6,13.1,5.0,2,0
503,2,0,0,0,0.0,7.5,7.2,5.5,2,0
502,2,0,0,0,0.0,10.7,20.7,4.0,0,2
501,2,0,0,0,0.0,7.8,19.6,4.0,2,0
500,2,0,0,0,0.0,9.2,6.7,5.0,2,0
499,2,1,1,0,50.0,8.9,48.5,6.0,2,0
498,2,0,0,0,0.0,5.5,16.6,4.0,2,0
497,2,0,0,0,0.0,11.2,56.7,4.5,2,0
496,2,0,0,0,0.0,6.6,9.4,6.0,0,2
495,2,0,0,0,0.0,3.7,11.8,3.0,2,0
494,2,0,0,0,0.0,7.1,11.0,4.0,0,2
493,2,0,0,0,0.0,4.9,14.1,5.5,2,0
492,2,0,0,0,0.0,5.0,18.4,4.0,2,0
552,2,0,0,0,0.0,4.2,10.4,3.0,2,0
554,2,0,0,0,0.0,3.6,5.4,4.0,2,0
638,2,0,0,0,0.0,9.0,13.7,5.5,0,2
608,2,0,0,0,0.0,7.3,34.0,4.0,2,0
616,2,0,1,0,0.0,7.9,11.4,5.5,0,2
615,2,0,1,0,0.0,3.0,6.0,2.5,0,2
614,2,0,0,0,0.0,5.4,6.4,5.0,2,0
613,2,0,1,0,0.0,8.0,15.0,6.0,0,2
612,2,0,1,0,0.0,3.0,15.3,3.0,0,2
611,2,0,0,0,0.0,9.0,56.7,4.5,2,0
610,2,0,0,0,0.0,3.9,7.4,3.0,0,2
609,2,0,0,0,0.0,4.5,31.8,2.5,2,0
607,2,0,0,0,0.0,10.9,9.0,7.5,0,2
555,2,0,0,0,0.0,6.2,56.7,2.5,0,2
606,2,0,0,0,0.0,3.8,12.8,3.5,0,2
605,2,0,0,0,0.0,4.0,24.2,3.5,0,2
604,2,0,0,0,0.0,5.8,9.9,3.5,0,2
603,2,0,0,0,0.0,6.4,27.6,3.5,0,2
602,2,0,0,0,0.0,9.0,8.0,6.0,2,0
601,2,0,0,0,0.0,4.0,26.6,2.0,2,0
600,2,0,0,0,0.0,9.8,5.9,8.0,2,0
599,2,0,0,0,0.0,12.2,45.7,5.5,2,0
617,2,0,0,0,0.0,5.4,19.4,2.0,2,0
618,2,0,0,0,0.0,5.8,15.7,6.5,2,0
619,2,0,0,0,0.0,7.1,9.2,4.0,2,0
620,2,0,0,0,0.0,7.6,26.8,3.5,0,2
637,2,0,0,0,0.0,5.4,26.1,2.0,2,0
636,2,0,0,0,0.0,7.1,18.5,3.5,2,0
635,2,0,0,0,0.0,7.8,23.3,3.0,0,2
634,2,0,0,0,0.0,4.2,21.3,3.0,0,2
633,2,0,0,0,0.0,6.6,43.7,3.5,2,0
632,2,0,1,0,0.0,4.5,11.3,4.0,0,2
631,2,0,0,0,0.0,9.2,65.0,3.0,2,0
630,2,0,0,0,0.0,3.9,21.8,3.0,2,0
629,2,0,0,0,0.0,9.6,37.0,4.0,0,2
628,2,0,0,0,0.0,4.2,31.1,3.0,2,0
627,2,0,0,0,0.0,10.2,7.6,7.5,2,0
626,2,0,0,0,0.0,4.0,17.9,2.5,0,2
625,2,0,0,0,0.0,3.9,15.5,3.0,2,0
624,2,0,0,0,0.0,6.6,16.0,6.0,2,0
623,2,0,0,0,0.0,10.3,28.5,5.5,2,0
622,2,0,0,0,0.0,6.9,15.8,5.0,2,0
621,2,0,0,0,0.0,3.9,6.5,3.0,2,0
598,2,0,0,0,0.0,3.4,19.1,2.5,2,0
597,2,0,0,0,0.0,5.8,16.2,4.0,2,0
596,2,0,0,0,0.0,9.6,25.8,5.5,2,0
574,2,0,0,0,0.0,12.5,10.3,5.5,0,2
572,2,0,0,0,0.0,7.7,6.5,5.0,2,0
571,2,0,0,0,0.0,6.8,11.7,4.5,2,0
570,2,0,0,0,0.0,12.0,25.0,5.0,0,2
569,2,0,0,0,0.0,3.7,6.5,4.0,0,2
568,2,0,0,0,0.0,5.1,10.0,4.0,2,0
567,2,0,0,0,0.0,8.2,14.8,4.0,2,0
566,2,0,0,0,0.0,4.9,27.7,3.0,0,2
565,2,0,0,0,0.0,3.6,24.8,2.5,2,0
564,2,0,0,0,0.0,5.9,27.9,3.0,2,0
563,2,0,0,0,0.0,11.9,32.1,4.5,2,0
562,2,0,0,0,0.0,10.8,22.7,6.5,2,0
561,2,0,0,0,0.0,5.2,8.8,3.0,0,2
560,2,0,0,0,0.0,4.7,6.4,4.5,2,0
559,2,0,1,0,0.0,4.4,15.4,3.0,0,2
558,2,0,0,0,0.0,7.9,9.8,6.0,2,0
557,2,0,0,0,0.0,6.4,26.1,5.0,2,0
556,2,1,0,0,50.0,6.4,45.3,3.5,0,2
573,2,0,1,0,0.0,7.4,13.0,7.0,0,2
575,2,0,0,0,0.0,13.8,12.9,8.5,2,0
595,2,0,0,0,0.0,4.8,32.5,2.5,0,2
576,2,0,0,0,0.0,3.4,10.8,4.0,2,0
594,2,0,1,0,0.0,9.2,38.2,5.0,2,0
593,2,0,0,0,0.0,5.7,20.3,4.5,2,0
591,2,0,0,0,0.0,5.6,20.3,3.5,0,2
590,2,0,0,0,0.0,3.8,13.6,2.5,2,0
589,2,0,2,0,0.0,4.2,16.3,3.0,0,2
588,2,0,0,0,0.0,5.0,10.8,4.0,2,0
587,2,0,0,0,0.0,5.0,15.2,3.5,0,2
586,2,0,0,0,0.0,3.1,17.3,2.5,0,2
585,2,0,1,0,0.0,7.2,52.0,3.0,2,0
584,2,0,0,0,0.0,10.1,6.7,6.5,2,0
583,2,0,0,0,0.0,6.0,13.4,5.0,2,0
582,2,0,0,0,0.0,3.4,11.1,4.5,0,2
581,2,0,0,0,0.0,8.3,25.1,3.0,0,2
580,2,0,0,0,0.0,5.4,7.2,3.0,0,2
579,2,0,0,0,0.0,20.2,6.6,10.0,0,2
578,2,0,0,0,0.0,4.2,6.8,3.5,2,0
577,2,0,0,0,0.0,3.9,6.0,4.0,2,0
808,2,0,0,0,0.0,12.1,14.9,6.0,0,2
