cluster_id,pattern_name,total_plays,goals,shots,losses,avg_duration,avg_forward_progress,avg_events,wing_plays
654,Mixed Attack Slow Build Deep,2,0,0,2,19.802999999999884,50.760000000000005,14.0,1
655,Wing Attack Slow Build Mid,2,0,0,2,16.449500000000285,26.195,11.5,2
656,Mixed Attack Slow Build Deep,2,0,0,2,17.651499999999942,56.225,10.5,1
657,Wing Attack Slow Build Short,2,0,0,2,26.94399999999996,18.375,18.5,2
658,Mixed Attack Slow Build Deep,2,0,0,2,11.145000000000095,32.095,7.5,1
659,Wing Attack Slow Build Short,2,0,0,2,13.830999999999676,16.645,11.0,2
660,Mixed Attack Slow Build Deep,2,0,0,2,29.179499999999962,36.53,20.5,1
661,Wing Attack Medium Short,2,0,0,2,7.423999999999978,8.47,5.0,2
662,Mixed Attack Medium Short,2,0,0,2,5.872500000000059,9.27,8.5,1
663,Wing Attack Slow Build Deep,2,0,1,1,24.274499999999875,31.215,20.0,2
664,Wing Attack Slow Build Deep,2,0,0,2,12.346000000000004,33.099999999999994,9.0,2
665,Central Attack Slow Build Deep,2,0,0,2,11.795000000000073,31.17,8.5,0
666,Mixed Attack Slow Build Deep,2,0,0,2,11.811999999999898,53.14,8.5,1
667,Wing Attack Slow Build Short,2,0,0,2,16.950000000000045,9.105,12.5,2
668,Mixed Attack Slow Build Short,2,0,0,2,12.179000000000087,12.68,8.5,1
669,Mixed Attack Slow Build Deep,2,0,1,1,15.549499999999625,48.95,7.5,1
670,Mixed Attack Slow Build Short,2,0,0,2,11.077499999999901,9.719999999999997,7.0,1
671,Mixed Attack Medium Deep,2,0,0,2,6.539499999999862,33.635000000000005,5.0,1
672,Wing Attack Slow Build Mid,2,0,1,1,19.986499999999978,24.285000000000004,18.5,2
673,Wing Attack Slow Build Short,2,0,0,2,15.698999999999842,10.57,9.5,2
674,Mixed Attack Slow Build Mid,2,0,0,2,15.615499999999884,24.934999999999995,10.0,1
675,Wing Attack Slow Build Deep,2,0,0,2,16.716499999999996,47.22,9.5,2
676,Wing Attack Slow Build Short,2,0,0,2,14.613999999999962,8.775,10.0,2
677,Wing Attack Slow Build Short,2,0,0,2,13.179999999999993,16.225,12.5,2
678,Mixed Attack Slow Build Short,2,0,0,2,22.12249999999986,16.585,17.0,1
679,Wing Attack Slow Build Short,2,0,0,2,26.710499999999968,15.025,18.5,2
680,Mixed Attack Slow Build Deep,2,0,0,2,26.892999999999915,67.44999999999999,15.5,1
681,Mixed Attack Slow Build Mid,2,0,0,2,15.415000000000362,26.445,10.5,1
